date,weekday_num,temp,slp,wdsp,collisions
2015-10-19,1,42.8,1027.3,12.6,538.0
2015-10-20,2,58.2,1022.8,21.3,392.0
2015-10-21,3,62.7,1024.6,8.7,585.0
2015-10-22,4,60.5,1022.9,9.7,544.0
2015-10-23,5,56.2,1019.2,15.4,430.0
2015-10-24,6,51.5,1027.1,9.4,187.0
2015-10-25,0,57.0,1020.6,6.9,424.0
2015-10-26,1,52.3,1026.0,12.9,504.0
2015-10-27,2,46.7,1034.1,5.9,513.0
2015-10-28,3,53.8,1030.4,13.2,547.0
2015-10-29,4,63.2,1005.5,17.6,226.0
2015-10-30,5,57.4,1008.2,11.1,548.0
2015-10-31,6,48.9,1020.4,5.7,0.0
2015-11-01,0,57.0,1016.1,8.7,94.0
2015-11-02,1,58.3,1016.1,7.8,497.0
2015-11-03,2,54.4,1020.7,6.4,536.0
2015-11-04,3,57.0,1026.2,7.4,458.0
2015-11-05,4,58.9,1025.8,7.6,548.0
2015-11-06,5,62.3,1020.6,11.3,491.0
2015-11-07,6,61.4,1013.4,10.9,406.0
2015-11-08,0,53.2,1021.8,11.0,351.0
2015-11-09,1,51.4,1029.7,7.9,508.0
2015-11-10,2,55.8,1023.4,7.9,606.0
2015-11-11,3,56.1,1005.8,20.5,434.0
2015-11-12,4,52.5,1011.3,11.5,525.0
2015-11-13,5,58.3,1000.3,16.9,565.0
2015-11-14,6,49.0,1009.4,18.7,495.0
2015-11-15,0,47.6,1020.3,14.3,397.0
2015-11-16,1,54.0,1020.4,8.3,494.0
2015-11-17,2,45.3,1030.8,11.9,562.0
2015-11-18,3,42.9,1034.9,3.2,505.0
2015-11-19,4,50.4,1028.9,11.8,80.0
2015-11-20,5,57.0,1017.7,13.6,0.0
2015-11-21,6,48.8,1021.5,14.3,476.0
2015-11-22,0,50.1,1015.0,6.6,260.0
2015-11-23,1,45.2,1010.0,17.4,577.0
2015-11-24,2,37.5,1024.6,11.7,573.0
2015-11-25,3,39.6,1038.6,4.3,569.0
2015-11-26,4,50.1,1044.2,10.8,54.0
2015-11-27,5,52.6,1034.2,7.5,387.0
2015-11-28,6,54.5,1021.1,9.4,396.0
2015-11-29,0,46.1,1022.1,9.4,372.0
2015-11-30,1,40.5,1029.5,11.3,498.0
2015-12-01,2,40.1,1027.0,7.9,585.0
2015-12-02,3,53.6,1012.2,9.1,437.0
2015-12-03,4,53.5,1005.8,13.0,502.0
2015-12-04,5,45.6,1024.3,10.9,377.0
2015-12-05,6,45.6,1035.5,6.1,521.0
2015-12-06,0,45.4,1032.5,6.2,376.0
2015-12-07,1,50.8,1020.7,9.2,524.0
2015-12-08,2,47.4,1016.7,11.3,492.0
2015-12-09,3,43.7,1021.0,8.7,467.0
2015-12-10,4,51.1,1017.5,9.3,522.0
2015-12-11,5,52.2,1014.0,5.8,565.0
2015-12-12,6,55.0,1017.8,9.8,447.0
2015-12-13,0,53.6,1021.0,7.5,439.0
2015-12-14,1,52.6,1016.4,7.9,493.0
2015-12-15,2,58.0,998.4,15.0,241.0
2015-12-16,3,46.5,1015.3,12.3,561.0
2015-12-17,4,48.9,1019.4,9.7,582.0
2015-12-18,5,54.2,1002.9,11.3,342.0
2015-12-19,6,42.1,1014.0,16.7,491.0
2015-12-20,0,38.5,1028.4,14.0,352.0
2015-12-21,1,49.5,1025.2,14.3,494.0
2015-12-22,2,54.8,1018.3,11.3,541.0
2015-12-23,3,53.5,1022.8,8.3,226.0
2015-12-24,4,57.7,1017.5,15.6,480.0
2015-12-25,5,56.1,1021.2,4.4,0.0
2015-12-26,6,51.4,1032.0,11.3,159.0
2015-12-27,0,52.9,1013.0,13.1,434.0
2015-12-28,1,40.9,1030.6,18.5,396.0
2015-12-29,2,42.8,1020.0,15.6,436.0
2015-12-30,3,44.8,1026.3,8.8,298.0
2015-12-31,4,46.5,,11.0,418.0
2016-01-01,5,41.2,1015.1,10.2,193.0
2016-01-02,6,37.7,1014.3,12.5,306.0
2016-01-03,0,44.4,1010.4,15.5,244.0
2016-01-04,1,38.2,1011.5,13.5,478.0
2016-01-05,2,27.7,1028.5,20.3,335.0
2016-01-06,3,33.5,1033.1,8.3,514.0
2016-01-07,4,40.5,1026.9,6.8,443.0
2016-01-08,5,41.3,1022.3,11.8,432.0
2016-01-09,6,45.9,1022.7,9.3,450.0
2016-01-10,0,51.3,1012.0,16.2,369.0
2016-01-11,1,43.2,1005.5,17.5,364.0
2016-01-12,2,33.0,1015.4,7.9,513.0
2016-01-13,3,32.9,1005.8,18.0,498.0
2016-01-14,4,28.9,1013.1,11.4,489.0
2016-01-15,5,36.5,1014.8,7.2,396.0
2016-01-16,6,45.7,999.0,15.7,449.0
2016-01-17,0,40.2,1007.3,7.7,143.0
2016-01-18,1,34.4,1002.2,15.3,385.0
2016-01-19,2,25.5,1007.1,21.7,540.0
2016-01-20,3,29.4,1014.4,18.9,504.0
2016-01-21,4,30.9,1015.8,14.5,404.0
2016-01-22,5,28.0,1020.4,13.1,554.0
2016-01-23,6,34.6,1014.3,17.5,285.0
2016-01-24,0,34.5,1005.7,25.6,356.0
2016-01-25,1,33.5,1021.4,6.5,357.0
2016-01-26,2,42.2,1021.5,11.1,306.0
2016-01-27,3,43.0,1014.0,9.4,536.0
2016-01-28,4,35.0,1016.1,4.3,534.0
2016-01-29,5,41.3,999.4,5.9,530.0
2016-01-30,6,37.8,1011.0,11.6,463.0
2016-01-31,0,45.0,1014.8,12.5,427.0
2016-02-01,1,47.6,1009.6,11.8,201.0
2016-02-02,2,43.2,1021.5,6.5,212.0
2016-02-03,3,42.6,1025.6,11.9,482.0
2016-02-04,4,51.6,1015.2,13.0,488.0
2016-02-05,5,40.8,1012.4,17.9,491.0
2016-02-06,6,32.3,1026.1,12.1,448.0
2016-02-07,0,38.7,1022.3,6.7,346.0
2016-02-08,1,36.4,1009.0,25.8,402.0
2016-02-09,2,33.1,1003.6,11.5,471.0
2016-02-10,3,33.5,1002.2,4.2,438.0
2016-02-11,4,31.5,1005.7,11.2,518.0
2016-02-12,5,19.3,1019.2,14.0,511.0
2016-02-13,6,23.5,1011.5,12.2,382.0
2016-02-14,0,5.8,1024.1,16.3,84.0
2016-02-15,1,18.6,1034.4,6.0,0.0
2016-02-16,2,44.5,1018.9,18.5,425.0
2016-02-17,3,41.5,1011.9,12.0,444.0
2016-02-18,4,36.0,1023.3,12.5,471.0
2016-02-19,5,34.7,1031.3,10.7,435.0
2016-02-20,6,42.8,1018.4,12.5,450.0
2016-02-21,0,46.8,1010.7,11.2,394.0
2016-02-22,1,41.8,1017.1,9.2,484.0
2016-02-23,2,36.5,1028.2,9.9,346.0
2016-02-24,3,46.9,1020.0,12.7,365.0
2016-02-25,4,51.0,995.4,20.9,450.0
2016-02-26,5,40.2,1001.8,20.8,371.0
2016-02-27,6,30.7,1016.4,11.6,255.0
2016-02-28,0,42.8,1013.4,16.6,408.0
2016-02-29,1,47.8,1006.4,17.0,474.0
2016-03-01,2,43.2,1016.6,12.1,525.0
2016-03-02,3,45.7,1008.2,18.2,339.0
2016-03-03,4,29.9,1019.2,12.2,512.0
2016-03-04,5,33.9,1021.7,8.5,402.0
2016-03-05,6,34.8,1017.4,20.8,476.0
2016-03-06,0,33.2,1024.3,3.1,285.0
2016-03-07,1,36.8,1023.5,9.0,406.0
2016-03-08,2,44.4,1019.8,8.5,506.0
2016-03-09,3,46.4,1020.9,9.4,443.0
2016-03-10,4,49.6,1014.8,10.9,497.0
2016-03-11,5,46.8,1013.9,10.1,520.0
2016-03-12,6,41.2,1024.0,6.6,362.0
2016-03-13,0,50.1,1015.2,11.8,106.0
2016-03-14,1,43.8,1022.8,12.3,428.0
2016-03-15,2,48.3,1010.6,17.3,508.0
2016-03-16,3,45.2,1007.8,15.7,530.0
2016-03-17,4,45.4,1008.2,8.5,492.0
2016-03-18,5,47.0,1006.7,12.3,353.0
2016-03-19,6,40.0,1016.0,10.0,457.0
2016-03-20,0,37.2,1019.8,11.3,191.0
2016-03-21,1,37.4,1008.7,16.0,329.0
2016-03-22,2,40.8,1015.9,16.0,521.0
2016-03-23,3,48.6,1015.8,13.5,510.0
2016-03-24,4,45.1,1020.2,11.3,526.0
2016-03-25,5,50.8,1011.0,10.8,458.0
2016-03-26,6,44.8,1022.2,15.1,455.0
2016-03-27,0,40.0,1028.8,5.4,312.0
2016-03-28,1,45.1,1008.2,11.8,346.0
2016-03-29,2,48.6,1003.4,19.6,552.0
2016-03-30,3,43.4,1023.9,13.2,531.0
2016-03-31,4,51.0,1019.5,13.1,530.0
2016-04-01,5,54.8,1007.0,18.2,576.0
2016-04-02,6,50.4,1000.0,8.5,494.0
2016-04-03,0,41.7,1000.2,17.5,502.0
2016-04-04,1,36.5,1015.4,10.3,561.0
2016-04-05,2,35.1,1019.3,19.5,555.0
2016-04-06,3,37.0,1026.7,10.7,531.0
2016-04-07,4,50.9,1013.6,21.9,518.0
2016-04-08,5,49.7,1001.5,15.9,376.0
2016-04-09,6,41.8,1007.5,9.7,468.0
2016-04-10,0,40.6,1019.2,15.7,334.0
2016-04-11,1,47.8,1026.0,12.8,517.0
2016-04-12,2,52.5,1018.9,13.6,525.0
2016-04-13,3,46.7,1025.8,12.9,538.0
2016-04-14,4,44.0,1026.1,15.8,485.0
2016-04-15,5,46.4,1027.7,17.6,423.0
2016-04-16,6,44.3,1028.2,22.9,575.0
2016-04-17,0,45.8,1027.9,15.4,466.0
2016-04-18,1,49.5,1022.5,6.0,270.0
2016-04-19,2,46.9,1016.0,7.9,400.0
2016-04-20,3,47.3,1020.5,11.7,581.0
2016-04-21,4,49.6,1020.5,13.4,571.0
2016-04-22,5,55.4,1013.8,10.2,246.0
2016-04-23,6,53.4,1009.0,9.3,447.0
2016-04-24,0,49.1,1014.6,13.4,181.0
2016-04-25,1,48.4,1017.1,9.2,236.0
2016-04-26,2,46.8,1010.4,9.4,343.0
2016-04-27,3,45.0,1011.9,7.8,418.0
2016-04-28,4,47.7,1015.8,10.1,310.0
2016-04-29,5,46.1,1020.4,9.4,312.0
2016-04-30,6,47.3,1022.4,8.7,493.0
2016-05-01,0,45.2,1024.0,6.1,223.0
2016-05-02,1,51.3,1015.7,10.6,451.0
2016-05-03,2,48.2,1011.7,9.0,583.0
2016-05-04,3,47.3,1009.6,12.8,541.0
2016-05-05,4,45.5,1003.7,21.5,534.0
2016-05-06,5,48.5,1006.6,16.5,449.0
2016-05-07,6,52.5,1008.9,8.1,519.0
2016-05-08,0,48.5,1005.4,9.6,520.0
2016-05-09,1,54.0,1013.2,13.8,566.0
2016-05-10,2,51.9,1020.6,9.0,552.0
2016-05-11,3,55.6,1020.2,7.6,612.0
2016-05-12,4,55.2,1020.0,4.4,662.0
2016-05-13,5,55.5,1014.8,8.3,673.0
2016-05-14,6,59.4,1006.2,8.1,521.0
2016-05-15,0,55.7,1004.0,16.3,327.0
2016-05-16,1,50.8,1012.1,19.8,651.0
2016-05-17,2,55.0,1019.8,11.9,560.0
2016-05-18,3,55.5,1019.6,11.0,610.0
2016-05-19,4,53.9,1019.1,6.7,434.0
2016-05-20,5,56.4,1021.7,6.6,555.0
2016-05-21,6,55.7,1021.0,6.5,505.0
2016-05-22,0,56.3,1009.8,14.2,513.0
2016-05-23,1,59.4,1011.9,9.6,579.0
2016-05-24,2,54.6,1011.7,10.7,618.0
2016-05-25,3,57.9,1015.7,8.7,640.0
2016-05-26,4,65.7,1018.1,7.7,526.0
2016-05-27,5,60.0,1020.0,8.2,297.0
2016-05-28,6,62.5,1020.2,11.6,549.0
2016-05-29,0,64.6,1021.1,7.7,402.0
2016-05-30,1,62.4,1017.0,9.0,81.0
2016-05-31,2,62.8,1014.4,10.1,247.0
2016-06-01,3,64.0,1018.2,9.1,361.0
2016-06-02,4,55.7,1021.8,9.3,587.0
2016-06-03,5,58.4,1018.3,6.7,637.0
2016-06-04,6,60.2,1015.6,5.3,559.0
2016-06-05,0,58.4,1012.4,10.3,74.0
2016-06-06,1,62.9,1004.2,12.3,438.0
2016-06-07,2,61.2,1002.7,8.7,613.0
2016-06-08,3,61.7,998.6,12.6,276.0
2016-06-09,4,59.9,1003.8,16.7,549.0
2016-06-10,5,59.2,1011.3,10.6,347.0
2016-06-11,6,58.1,1014.9,9.6,478.0
2016-06-12,0,66.0,1001.7,12.5,345.0
2016-06-13,1,61.5,1004.4,13.3,385.0
2016-06-14,2,62.2,1008.3,12.9,550.0
2016-06-15,3,63.7,1011.7,8.9,583.0
2016-06-16,4,65.2,1009.1,6.6,558.0
2016-06-17,5,63.0,1012.4,7.4,601.0
2016-06-18,6,62.6,1021.7,7.3,550.0
2016-06-19,0,59.9,1027.6,9.8,279.0
2016-06-20,1,61.4,1022.8,8.6,601.0
2016-06-21,2,63.6,1010.5,12.2,541.0
2016-06-22,3,65.6,1009.3,7.9,598.0
2016-06-23,4,63.0,1012.3,7.0,534.0
2016-06-24,5,65.3,1015.9,7.8,621.0
2016-06-25,6,62.1,1021.7,8.0,543.0
2016-06-26,0,60.8,1023.3,5.7,454.0
2016-06-27,1,64.3,1020.6,9.3,552.0
2016-06-28,2,66.1,1017.2,8.1,466.0
2016-06-29,3,67.2,1012.9,7.5,528.0
2016-06-30,4,68.9,1014.4,6.4,466.0
2016-07-01,5,66.9,1017.1,8.7,605.0
2016-07-02,6,69.4,1011.9,11.8,457.0
2016-07-03,0,67.2,1017.1,9.6,0.0
2016-07-04,1,68.4,1017.2,11.7,209.0
2016-07-05,2,67.1,1009.7,9.2,519.0
2016-07-06,3,71.8,1009.9,6.5,553.0
2016-07-07,4,68.7,1010.4,5.9,498.0
2016-07-08,5,65.7,1009.2,10.0,495.0
2016-07-09,6,61.7,1011.6,10.8,417.0
2016-07-10,0,63.0,1010.6,7.7,91.0
2016-07-11,1,63.1,1016.8,4.9,484.0
2016-07-12,2,66.7,1019.1,7.3,533.0
2016-07-13,3,67.2,1019.3,9.2,506.0
2016-07-14,4,69.1,1016.0,10.9,570.0
2016-07-15,5,70.7,1011.3,9.6,349.0
2016-07-16,6,73.5,1015.4,6.4,495.0
2016-07-17,0,70.6,1019.1,6.6,467.0
2016-07-18,1,71.1,1018.1,10.1,579.0
2016-07-19,2,73.8,1015.8,10.1,571.0
2016-07-20,3,68.3,1020.9,6.9,553.0
2016-07-21,4,70.4,1020.2,7.4,593.0
2016-07-22,5,72.4,1014.3,13.5,234.0
2016-07-23,6,74.3,1008.6,12.0,516.0
2016-07-24,0,73.2,1012.8,8.7,474.0
2016-07-25,1,71.5,1014.0,8.7,576.0
2016-07-26,2,75.3,1009.6,12.1,566.0
2016-07-27,3,75.4,1012.4,7.0,441.0
2016-07-28,4,72.2,1013.1,7.2,429.0
2016-07-29,5,70.8,1011.1,5.8,483.0
2016-07-30,6,70.8,1015.0,5.3,427.0
2016-07-31,0,67.5,1018.4,6.8,467.0
2016-08-01,1,68.2,1018.3,9.2,507.0
2016-08-02,2,66.9,1018.6,8.4,545.0
2016-08-03,3,67.4,1020.7,7.7,525.0
2016-08-04,4,64.2,1021.4,4.6,439.0
2016-08-05,5,65.3,1017.2,5.0,514.0
2016-08-06,6,71.3,1009.4,10.7,408.0
2016-08-07,0,74.2,1009.0,9.9,382.0
2016-08-08,1,71.3,1015.4,6.3,559.0
2016-08-09,2,71.5,1021.5,6.6,594.0
2016-08-10,3,70.6,1023.2,8.6,539.0
2016-08-11,4,73.6,1018.5,11.1,591.0
2016-08-12,5,74.3,1012.8,12.3,479.0
2016-08-13,6,75.9,1012.7,9.2,549.0
2016-08-14,0,75.3,1013.5,9.9,247.0
2016-08-15,1,77.5,1017.9,8.5,577.0
2016-08-16,2,73.1,1022.3,7.9,590.0
2016-08-17,3,76.5,1014.4,14.7,590.0
2016-08-18,4,71.5,1015.5,6.1,580.0
2016-08-19,5,74.4,1013.3,8.2,629.0
2016-08-20,6,69.1,1015.2,8.5,386.0
2016-08-21,0,68.3,1014.5,9.0,124.0
2016-08-22,1,73.8,1011.0,10.4,591.0
2016-08-23,2,69.0,1023.1,10.4,581.0
2016-08-24,3,70.1,1024.3,8.5,563.0
2016-08-25,4,71.7,1020.5,10.4,594.0
2016-08-26,5,73.4,1016.1,10.1,100.0
2016-08-27,6,74.4,1020.3,8.3,564.0
2016-08-28,0,67.7,1024.1,5.8,511.0
2016-08-29,1,72.5,1019.0,9.5,419.0
2016-08-30,2,67.7,1020.0,6.1,571.0
2016-08-31,3,70.4,1016.0,9.1,600.0
2016-09-01,4,71.5,1011.2,6.8,605.0
2016-09-02,5,69.2,1015.1,9.9,515.0
2016-09-03,6,63.2,1022.0,5.7,348.0
2016-09-04,0,65.3,1022.0,12.7,356.0
2016-09-05,1,64.0,1017.8,23.8,0.0
2016-09-06,2,69.9,1014.3,15.2,569.0
2016-09-07,3,70.3,1016.3,13.1,592.0
2016-09-08,4,68.5,1012.0,9.0,649.0
2016-09-09,5,71.4,1011.2,10.3,655.0
2016-09-10,6,71.9,1016.5,7.0,554.0
2016-09-11,0,71.3,1015.3,11.9,357.0
2016-09-12,1,65.1,1021.9,7.9,583.0
2016-09-13,2,64.1,1023.0,8.9,471.0
2016-09-14,3,68.4,1018.3,12.4,288.0
2016-09-15,4,64.5,1022.0,14.4,686.0
2016-09-16,5,57.7,1026.5,6.4,705.0
2016-09-17,6,62.6,1024.5,6.0,585.0
2016-09-18,0,70.6,1019.6,11.1,427.0
2016-09-19,1,71.0,1018.7,8.1,616.0
2016-09-20,2,71.1,1019.3,5.6,555.0
2016-09-21,3,70.0,1020.2,6.4,557.0
2016-09-22,4,67.2,1020.9,3.7,595.0
2016-09-23,5,66.3,1016.5,5.8,704.0
2016-09-24,6,60.7,1017.5,12.7,554.0
2016-09-25,0,57.6,1018.8,10.8,512.0
2016-09-26,1,55.2,1021.6,5.3,559.0
2016-09-27,2,65.4,1015.4,11.0,591.0
2016-09-28,3,63.1,1018.8,11.3,585.0
2016-09-29,4,60.0,1027.1,17.8,578.0
2016-09-30,5,60.1,1028.7,15.6,0.0
2016-10-01,6,62.0,1021.1,14.0,539.0
2016-10-02,0,61.3,1017.8,9.0,288.0
2016-10-03,1,60.5,1016.2,4.4,237.0
2016-10-04,2,60.5,1023.5,12.4,348.0
2016-10-05,3,58.7,1026.1,12.9,633.0
2016-10-06,4,57.3,1025.6,5.8,680.0
2016-10-07,5,55.6,1025.3,2.7,549.0
2016-10-08,6,58.7,1020.5,7.7,537.0
2016-10-09,0,62.2,1013.8,13.8,310.0
2016-10-10,1,54.1,1016.8,24.8,503.0
2016-10-11,2,54.3,1029.0,10.1,664.0
2016-10-12,3,52.8,1028.3,5.2,403.0
2016-10-13,4,59.6,1020.1,7.3,445.0
2016-10-14,5,55.9,1022.4,14.2,703.0
2016-10-15,6,50.5,1029.1,6.2,598.0
2016-10-16,0,55.2,1023.1,9.3,315.0
2016-10-17,1,64.5,1013.4,10.0,533.0
2016-10-18,2,63.8,1014.1,6.8,544.0
2016-10-19,3,65.6,1013.9,11.2,605.0
2016-10-20,4,60.4,1021.3,10.5,599.0
2016-10-21,5,64.6,1010.7,12.9,0.0
2016-10-22,6,61.3,993.1,12.2,569.0
2016-10-23,0,53.7,1003.0,21.3,481.0
2016-10-24,1,57.5,1009.5,12.5,522.0
2016-10-25,2,49.1,1017.6,14.1,513.0
2016-10-26,3,44.7,1025.3,14.9,647.0
2016-10-27,4,46.5,1029.3,8.2,553.0
2016-10-28,5,51.8,1015.4,18.6,497.0
2016-10-29,6,51.0,1015.3,15.8,567.0
2016-10-30,0,61.1,1010.9,11.0,443.0
2016-10-31,1,48.3,1018.8,12.5,604.0
2016-11-01,2,46.2,1027.3,4.4,430.0
2016-11-02,3,55.9,1024.1,9.9,605.0
2016-11-03,4,58.8,1014.6,8.4,449.0
2016-11-04,5,53.6,1015.1,12.1,520.0
2016-11-05,6,47.8,1020.6,7.9,564.0
2016-11-06,0,49.9,1019.1,10.5,476.0
2016-11-07,1,47.4,1026.2,18.8,633.0
2016-11-08,2,47.2,1020.5,7.1,556.0
2016-11-09,3,51.6,1009.9,4.6,497.0
2016-11-10,4,49.4,1011.2,10.9,639.0
2016-11-11,5,54.9,1003.5,16.0,595.0
2016-11-12,6,42.1,1019.6,13.9,565.0
2016-11-13,0,51.3,1017.2,14.2,422.0
2016-11-14,1,54.4,1015.9,10.8,610.0
2016-11-15,2,54.8,1014.2,9.9,464.0
2016-11-16,3,54.4,1006.4,12.8,651.0
2016-11-17,4,48.6,1011.2,8.4,436.0
2016-11-18,5,50.9,1014.8,18.0,586.0
2016-11-19,6,50.1,1012.9,12.3,625.0
2016-11-20,0,47.0,996.0,14.4,489.0
2016-11-21,1,38.8,998.3,21.2,627.0
2016-11-22,2,37.7,1009.0,15.1,702.0
2016-11-23,3,37.1,1019.9,12.0,359.0
2016-11-24,4,42.2,1025.6,6.0,181.0
2016-11-25,5,48.6,1023.9,6.9,214.0
2016-11-26,6,47.0,1018.2,6.3,185.0
2016-11-27,0,43.4,1014.3,13.2,352.0
2016-11-28,1,39.5,1019.2,11.2,593.0
2016-11-29,2,43.8,1021.7,9.7,688.0
2016-11-30,3,52.9,1013.1,12.6,664.0
2016-12-01,4,53.4,1003.2,15.6,440.0
2016-12-02,5,46.4,1007.7,12.9,608.0
2016-12-03,6,43.8,1009.8,15.1,545.0
2016-12-04,0,38.2,1019.2,14.6,438.0
2016-12-05,1,37.9,1018.6,6.6,149.0
2016-12-06,2,41.7,1017.0,11.9,424.0
2016-12-07,3,42.8,1013.5,7.6,587.0
2016-12-08,4,42.7,1012.7,6.4,585.0
2016-12-09,5,36.6,1013.3,15.4,625.0
2016-12-10,6,28.2,1023.9,12.8,512.0
2016-12-11,0,29.9,1031.6,7.5,481.0
2016-12-12,1,43.6,1015.5,14.2,603.0
2016-12-13,2,39.7,1017.1,9.7,575.0
2016-12-14,3,41.2,1013.7,8.2,632.0
2016-12-15,4,29.8,1008.6,13.8,513.0
2016-12-16,5,18.2,1023.1,17.8,404.0
2016-12-17,6,36.2,1023.4,11.5,566.0
2016-12-18,0,49.8,1012.5,13.2,473.0
2016-12-19,1,35.3,1032.7,14.1,659.0
2016-12-20,2,34.8,1033.2,7.0,644.0
2016-12-21,3,38.8,1019.7,9.7,599.0
2016-12-22,4,38.9,1017.7,6.5,630.0
2016-12-23,5,39.0,1023.3,12.7,622.0
2016-12-24,6,44.1,1024.7,10.7,499.0
2016-12-25,0,40.4,1026.1,12.5,0.0
2016-12-26,1,36.4,1038.3,10.2,0.0
2016-12-27,2,49.8,1013.8,17.5,503.0
2016-12-28,3,39.1,1014.2,9.8,494.0
2016-12-29,4,37.3,1016.5,10.3,491.0
2016-12-30,5,40.4,999.5,18.2,529.0
2016-12-31,6,35.8,1016.6,14.1,428.0
2017-01-01,0,44.4,1017.4,13.4,450.0
2017-01-02,1,37.4,1032.0,7.1,353.0
2017-01-03,2,44.3,1020.7,15.2,402.0
2017-01-04,3,46.5,996.4,13.6,524.0
2017-01-05,4,36.4,1007.8,15.4,505.0
2017-01-06,5,31.7,1015.2,8.9,523.0
2017-01-07,6,31.3,1022.0,13.4,0.0
2017-01-08,0,24.1,1021.1,19.5,0.0
2017-01-09,1,18.3,1035.5,11.0,491.0
2017-01-10,2,35.6,1037.4,13.6,522.0
2017-01-11,3,45.0,1027.3,15.1,564.0
2017-01-12,4,47.8,1021.7,12.6,584.0
2017-01-13,5,46.8,1022.8,12.6,557.0
2017-01-14,6,29.8,1035.9,10.2,445.0
2017-01-15,0,33.6,1025.3,10.8,451.0
2017-01-16,1,31.6,1029.0,6.2,365.0
2017-01-17,2,40.0,1023.1,8.4,601.0
2017-01-18,3,41.6,1015.9,13.8,501.0
2017-01-19,4,40.7,1014.4,7.6,566.0
2017-01-20,5,39.9,1015.5,4.3,546.0
2017-01-21,6,42.3,1011.3,7.5,429.0
2017-01-22,0,43.2,1008.1,8.4,151.0
2017-01-23,1,40.9,1011.4,18.6,254.0
2017-01-24,2,48.9,992.3,17.2,516.0
2017-01-25,3,41.1,995.2,17.4,512.0
2017-01-26,4,44.3,997.4,9.7,509.0
2017-01-27,5,42.1,997.8,20.3,539.0
2017-01-28,6,38.7,1000.8,18.3,463.0
2017-01-29,0,38.0,1005.7,10.2,284.0
2017-01-30,1,34.0,1006.1,6.5,498.0
2017-01-31,2,28.1,1013.1,9.8,511.0
2017-02-01,3,38.7,1011.6,10.5,519.0
2017-02-02,4,37.7,1016.0,9.9,535.0
2017-02-03,5,30.9,1020.2,9.0,546.0
2017-02-04,6,28.4,1021.4,14.1,504.0
2017-02-05,0,36.1,1018.7,11.5,258.0
2017-02-06,1,37.5,1014.7,14.4,513.0
2017-02-07,2,38.1,1017.1,9.2,563.0
2017-02-08,3,46.2,1004.2,10.1,409.0
2017-02-09,4,38.1,1000.6,17.8,463.0
2017-02-10,5,21.0,1016.3,21.5,427.0
2017-02-11,6,32.0,1017.1,10.0,328.0
2017-02-12,0,35.6,1015.8,15.2,219.0
2017-02-13,1,35.9,996.6,19.7,593.0
2017-02-14,2,30.1,1009.9,15.1,305.0
2017-02-15,3,36.6,1002.8,8.7,543.0
2017-02-16,4,36.1,993.5,14.4,273.0
2017-02-17,5,31.8,1004.0,14.0,476.0
2017-02-18,6,37.0,1008.7,10.4,503.0
2017-02-19,0,47.8,1005.4,13.9,299.0
2017-02-20,1,41.9,1016.8,11.7,316.0
2017-02-21,2,37.1,1026.3,6.9,309.0
2017-02-22,3,40.6,1018.0,7.8,436.0
2017-02-23,4,44.0,1012.7,8.2,528.0
2017-02-24,5,47.5,1015.0,10.0,453.0
2017-02-25,6,49.8,1010.5,10.1,534.0
2017-02-26,0,43.0,1008.4,14.3,426.0
2017-02-27,1,39.1,1026.8,13.2,494.0
2017-02-28,2,44.2,1029.7,7.9,534.0
2017-03-01,3,47.4,1007.0,11.5,522.0
2017-03-02,4,47.8,999.2,21.6,584.0
2017-03-03,5,33.2,1018.3,11.8,681.0
2017-03-04,6,22.9,1026.4,17.8,493.0
2017-03-05,0,20.8,1029.2,19.8,329.0
2017-03-06,1,28.9,1031.6,9.9,563.0
2017-03-07,2,36.7,1030.1,10.7,568.0
2017-03-08,3,45.9,1016.0,15.3,554.0
2017-03-09,4,45.9,1012.0,17.7,606.0
2017-03-10,5,35.5,1012.1,12.1,460.0
2017-03-11,6,22.5,1013.6,19.3,485.0
2017-03-12,0,20.0,1021.2,16.1,476.0
